,Unnamed: 0,Unnamed: 0.1,L_box,minPts_box,c_id,source_id,l,b,ra,dec,ra_error,dec_error,parallax,parallax_error,pmra,pmdec,pmra_error,pmdec_error,dr2_radial_velocity,dr2_radial_velocity_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,Nclusters
71313,71313,71313,10,10,1356,253535600276799616,158.55957420746816,-1.7177585472180354,68.56230679824057,45.18662055693481,0.0969786,0.060301464,0.3672304419489711,0.11671655,0.9543640389568432,-1.8565985342377684,0.1333845,0.09857106,,,17.635475,18.363628,16.799492,47
71314,71314,71314,10,10,1356,253535772075479296,158.55295387753398,-1.6968858488980043,68.57773538845564,45.20562722721157,0.12836026,0.074406624,0.3960535871927457,0.15148029,0.7796009499087571,-1.7513133478159049,0.18393025,0.1288061999999999,,,17.97906,18.689888,17.161713,47
71315,71315,71315,10,10,1356,253535943868931456,158.57153142288584,-1.6433250397380308,68.65154385097753,45.2282186616644,0.12695044,0.07145441,0.3811716335399435,0.14482157,1.0144197747723058,-1.9415936347808984,0.17230307,0.12092576,,,17.971557999999995,,,47
71316,71316,71316,10,10,1356,253536081313293568,158.5675013475449,-1.6129695271257196,68.67942160120913,45.25172091768295,0.04020554,0.0244159,0.3354726053414202,0.05073933,0.9316527380929625,-1.944034139044052,0.058671944,0.04196144,,,16.19918,16.716935999999997,15.507847,47
71317,71317,71317,10,10,1356,253536248811067904,158.55379531768622,-1.6233659634380155,68.65537988194863,45.25477770979637,0.06592348,0.03985445,0.309482141700658,0.0794904999999999,0.8547939752229955,-2.043109963958675,0.095596194,0.06538227,,,17.071415,17.744513,16.271347,47
71318,71318,71318,10,10,1356,253536283170828160,158.55699863693948,-1.59730478834542,68.68572619274457,45.27004880531802,0.041939102,0.025332006,0.3887908427939249,0.052063584,0.7145039905881351,-2.131350609903804,0.06014711,0.042946193,,,16.236267,16.793816,15.5085745,47
71319,71319,71319,10,10,1356,253536287471520768,158.55923058114783,-1.6028293264969862,68.68208826171116,45.26466896359597,0.016165778,0.009690127,0.3597034834758258,0.020046039,1.0025137889947848,-1.9770615441663424,0.022370776,0.015743993,,,14.096996,14.51279,13.494107,47
71320,71320,71320,10,10,1356,253536562349417856,158.6229034785964,-1.564013129994032,68.78383639669934,45.243994032347366,0.031755358,0.020803005,0.2530512128448374,0.0369309,1.1513528222659208,-1.958869628415373,0.04500084,0.035987124,,,15.34264,15.906398,14.599182,47
71321,71321,71321,10,10,1356,253536596709156992,158.6083065649425,-1.5690069994861828,68.76460643910369,45.25137998691611,0.03203533,0.021240933,0.3112929949384181,0.038454518,0.7656808500396246,-2.038776742198315,0.044924557,0.036814798,,,15.724307,16.260355,15.004984,47
71322,71322,71322,10,10,1356,253536631063628416,158.61132776077469,-1.55108706598846,68.78627563996072,45.261257654646,0.10704347,0.048950624,0.3090417783087337,0.0960873,0.719995528017208,-1.8757943528153207,0.19238685,0.09516677,,,16.903793,,,47
